,Molecule ChEMBL ID,Molecule Name,Molecular Weight,#RO5 Violations,Smiles,Standard Value,Standard Units,pChEMBL Value
764,CHEMBL421570,,450.90,1,COc1ccc2c(c1)c(CC(=O)Nc1ccc(F)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,60.0,nM,7.22
765,CHEMBL18020,,391.88,0,CC(C)S(=O)(=O)c1c(O)n(Cc2ccccc2)c(=O)c2ccc(Cl)cc12,60.0,nM,7.22
766,CHEMBL4635616,,407.91,0,Clc1ccc(-c2nnc(Cn3c(CN4CCCCC4)nc4ccccc43)o2)cc1,60.0,nM,7.22
767,CHEMBL407368,,289.76,0,Cc1ccc(Nc2c(C)cccc2Cl)c(CC(=O)O)c1,60.0,nM,7.22
768,CHEMBL148931,,407.39,1,CCCCCCCCNC(=O)c1ccccc1Nc1c(Cl)ccc(C)c1Cl,60.0,nM,7.22
769,CHEMBL319359,,507.93,1,COc1ccc2c(c1)c(CC(=O)NOCc1ccc([N+](=O)[O-])cc1)c(C)n2C(=O)c1ccc(Cl)cc1,60.0,nM,7.22
770,CHEMBL294715,,327.38,0,NS(=O)(=O)c1ccc(-c2ccccc2-c2ccc(F)cc2)cc1,61.0,nM,7.21
771,CHEMBL3355610,,361.25,0,[2H]C([2H])([2H])C([2H])([2H])c1cc(OC(F)(F)F)cc2c1OC(C(F)(F)F)C(C(=O)O)=C2,61.0,nM,7.21
772,CHEMBL330516,,341.43,0,CC1(C)C(c2ccc(S(C)(=O)=O)cc2)=C(c2ccccc2)/C1=N/O,61.0,nM,7.21
773,CHEMBL4465079,,347.36,0,CC(=O)Nc1c(C#N)cnn1-c1ccc(S(=O)(=O)NC(C)=O)cc1,61.24,nM,7.21
774,CHEMBL327900,,370.49,1,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC3(CCCC3)C2)cc1,61.66,nM,7.21
775,CHEMBL1230209,,334.72,0,CC(C)(C)c1cc2c(cc1Cl)C=C(C(=O)O)[C@@H](C(F)(F)F)O2,62.0,nM,7.21
776,CHEMBL1288554,,313.06,0,O=C(O)C1=Cc2cc(Cl)c(Cl)cc2OC1C(F)(F)F,62.0,nM,7.21
777,CHEMBL3355606,,295.66,0,[2H]C([2H])([2H])c1cc(Cl)c2c(c1)C=C(C(=O)O)C(C(F)(F)F)O2,63.0,nM,7.2
778,CHEMBL1322701,,280.29,0,O=C(Nc1ccccc1)Nc1nnc(-c2ccccc2)o1,63.0,nM,7.2
779,CHEMBL551017,,360.36,0,CC(C)Oc1nc(-c2ccc(S(C)(=O)=O)cc2)cc(C(F)(F)F)n1,63.0,nM,7.2
780,CHEMBL306946,TRYPTANTHRIN,248.24,0,O=C1c2ccccc2-n2c1nc1ccccc1c2=O,64.0,nM,7.19
781,CHEMBL16981,,314.39,0,CC(C)(C)c1cc(-c2noc(NC#N)n2)cc(C(C)(C)C)c1O,64.0,nM,7.19
782,CHEMBL369492,,399.25,0,CN1C(O)=C(C(=O)Nc2ccc(Cl)cc2)c2cc(Cl)ccc2S1(=O)=O,64.0,nM,7.19
783,CHEMBL184327,,405.42,0,COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1OC,64.57,nM,7.19
784,CHEMBL52888,,405.42,0,COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1OC,64.57,nM,7.19
785,CHEMBL4567195,,430.29,0,N#Cc1cnn(-c2ccc(S(N)(=O)=O)cc2)c1/N=C/c1ccc(Br)cc1,64.9,nM,7.19
786,CHEMBL4872636,,493.55,0,COc1cc(Cc2n[nH]c(=S)n(/N=C/c3cc4cc(C)ccc4nc3O)c2=O)cc(OC)c1OC,65.0,nM,7.19
787,CHEMBL119852,,350.80,0,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2cccc(F)c2)cc1,65.0,nM,7.19
788,CHEMBL1669039,,386.73,1,Cc1ccc(-c2cc(Cl)cc3c2OC(C(F)(F)F)C(C(=O)O)=C3)cc1F,66.0,nM,7.18
789,CHEMBL29844,,445.85,0,COc1c(C)cc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,66.0,nM,7.18
790,CHEMBL4642268,,507.67,2,CSc1nc2ccccc2n1-c1csc(NC/C(C)=N/N=C2\SCC(=O)N2c2ccccc2)n1,67.0,nM,7.17
791,CHEMBL111045,,452.39,1,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC(C(F)(F)F)(C(F)(F)F)C2)cc1,67.0,nM,7.17
792,CHEMBL4861765,,419.47,0,COc1ccc2nc(O)c(/C=N/n3c(=S)[nH]nc(Cc4ccccc4)c3=O)cc2c1,68.0,nM,7.17
793,CHEMBL1630257,,348.75,0,CC(C)CCc1cc2c(cc1Cl)C=C(C(=O)O)[C@H](C(F)(F)F)O2,68.0,nM,7.17
794,CHEMBL94939,,344.82,0,CS(=O)(=O)c1ccc(-c2cc(Cl)cnc2-c2ccccn2)cc1,68.0,nM,7.17
795,CHEMBL3104540,,444.53,0,Cc1c(CC(=O)NCCCO)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,68.0,nM,7.17
796,CHEMBL256847,,405.88,0,Cc1c(Cl)nc(-c2ccc(S(C)(=O)=O)cc2)nc1NCc1ccc(F)cc1,68.8,nM,7.16
797,CHEMBL1288771,,306.67,0,Cc1cc2c(c(C)c1Cl)C=C(C(=O)O)C(C(F)(F)F)O2,69.0,nM,7.16
798,CHEMBL4644150,,318.43,0,CSc1nc2ccccc2n1-c1csc(NCC(C)=O)n1,69.0,nM,7.16
799,CHEMBL3098648,,373.83,0,O=C(CSc1nnc(-c2ccncc2)o1)N/N=C/c1ccc(Cl)cc1,69.0,nM,7.16
800,CHEMBL3342569,,430.01,0,Cc1c(Br)c(C)c2c(c1Br)OC(C(F)(F)F)C(C(=O)O)=C2,69.0,nM,7.16
801,CHEMBL18498,,376.41,0,COC1(C)OC(=O)C(c2ccc(F)cc2)=C1c1ccc(S(C)(=O)=O)cc1,69.0,nM,7.16
802,CHEMBL28599,,381.38,0,Cc1ccccc1-c1cc(C(F)(F)F)nn1-c1ccc(S(N)(=O)=O)cc1,69.0,nM,7.16
803,CHEMBL3905421,,504.54,1,Cc1c(CC(=O)OCCCCO[N+](=O)[O-])cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1cccc(F)c1,69.0,nM,7.16
804,CHEMBL18251,,413.28,0,CC1(O)OC(=O)C(c2ccc(Cl)c(Cl)c2)=C1c1ccc(S(C)(=O)=O)cc1,70.0,nM,7.16
805,CHEMBL4515876,,331.37,0,Cc1onc(-c2ccc(S(C)(=O)=O)cc2)c1-c1ccc(F)cc1,70.0,nM,7.16
806,CHEMBL363756,,333.84,0,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Cc1ccccc1Cl,70.0,nM,7.16
807,CHEMBL316771,,304.32,0,COc1cc(OC)cc(-c2ccc(C(C)C(=O)O)cc2F)c1,70.0,nM,7.16
808,CHEMBL2347667,,362.45,0,CSc1nc(-c2ccc(F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,70.0,nM,7.16
809,CHEMBL324670,,374.48,0,CC1(C)OC(=O)C(Sc2ccccc2)=C1c1ccc(S(C)(=O)=O)cc1,70.0,nM,7.16
810,CHEMBL321156,,373.38,0,NS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccs2)cc1,70.0,nM,7.16
811,CHEMBL161677,,319.43,0,Cc1nc(C2CCCCC2)c(-c2ccc(S(C)(=O)=O)cc2)o1,70.0,nM,7.16
812,CHEMBL351914,,331.37,0,Cc1nc(-c2ccc(F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)o1,70.0,nM,7.16
813,CHEMBL347720,,370.47,0,CS(=O)(=O)c1ccc(-c2cc3c(cc2C=C2CCCCC2)OCO3)cc1,70.0,nM,7.16
814,CHEMBL43842,,424.22,1,CC(=O)Nc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(Br)cc2)cc1,70.0,nM,7.16
815,CHEMBL1630230,,363.76,0,CC(C)CN(C)c1cc2c(cc1Cl)C=C(C(=O)O)C(C(F)(F)F)O2,70.0,nM,7.16
816,CHEMBL290031,,320.41,0,Cc1nc(C2CCCCC2)c(-c2ccc(S(N)(=O)=O)cc2)o1,70.0,nM,7.16
817,CHEMBL118839,,286.44,1,CC(C)(C)c1cc(-c2cccs2)cc2c1OCC2(C)C,70.0,nM,7.16
818,CHEMBL4790291,,292.34,0,C/C(=N\NC(N)=S)c1nnn(-c2ccc(F)cc2)c1C,70.0,nM,7.16
819,CHEMBL4797489,,452.93,0,C/C(=N\Nc1nc(-c2ccc(Cl)cc2)cs1)c1nnn(-c2ccc(C(=O)O)cc2)c1C,70.0,nM,7.16
820,CHEMBL153829,,380.47,0,CS(=O)(=O)c1ccc(-c2cnn(CC3CC3)c(=O)c2-c2ccccc2)cc1,70.0,nM,7.16
821,CHEMBL4639368,,449.34,1,O=C1N/C(=N\c2nnc(-c3ccc(O)cc3)s2)S/C1=C\c1ccc(Cl)c(Cl)c1,70.0,nM,7.16
822,CHEMBL303870,,391.45,0,COC(=O)c1cc(-c2ccc(S(N)(=O)=O)cc2)c(-c2ccc(F)cc2)s1,70.0,nM,7.16
823,CHEMBL271339,,407.42,0,CS(=O)(=O)c1ccc(-c2nc(NCc3ccccc3)cc(C(F)(F)F)n2)cc1,71.0,nM,7.15
824,CHEMBL372838,,332.36,0,Cc1onc(-c2ccc(F)cc2)c1-c1ccc(S(N)(=O)=O)cc1,73.0,nM,7.14
825,CHEMBL1288538,,268.19,0,C#Cc1ccc2c(c1)C=C(C(=O)O)C(C(F)(F)F)O2,73.0,nM,7.14
826,CHEMBL4853361,,419.47,0,COc1ccc2cc(/C=N/n3c(=S)[nH]nc(Cc4ccccc4)c3=O)c(O)nc2c1,73.0,nM,7.14
827,CHEMBL324275,,388.88,0,CC1Cc2cc(-c3c(Cl)ncn3-c3ccc(S(C)(=O)=O)cc3)ccc2O1,74.0,nM,7.13
828,CHEMBL318881,,451.88,1,COc1ccc2c(c1)c(CC(=O)Oc1ccc(F)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,75.0,nM,7.12
829,CHEMBL324580,,368.79,0,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2cc(F)cc(F)c2)cc1,75.0,nM,7.12
830,CHEMBL96110,,458.46,0,COc1cc2c(cc1F)-c1c(c(C(F)(F)F)nn1-c1ccc(S(C)(=O)=O)cc1)SC2,75.0,nM,7.12
831,CHEMBL321182,,330.42,0,Cc1cc(F)ccc1C1=C(c2ccc(S(C)(=O)=O)cc2)CCC1,75.0,nM,7.12
832,CHEMBL4648858,,467.65,0,CSc1nc2ccccc2n1-c1csc(NC/C(C)=N/NC(=S)Nc2ccccc2)n1,75.0,nM,7.12
833,CHEMBL66856,,424.42,0,C=CCn1nc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1C(F)(F)F,75.0,nM,7.12
834,CHEMBL195894,,458.46,0,COc1ccc2c(c1F)CSc1c(C(F)(F)F)nn(-c3ccc(S(C)(=O)=O)cc3)c1-2,75.86,nM,7.12
835,CHEMBL28528,,338.39,0,Cc1ccc(-c2c(C#N)cnn2-c2ccc(S(N)(=O)=O)cc2)cc1,75.86,nM,7.12
836,CHEMBL405841,,425.41,0,CS(=O)(=O)c1ccc(-c2nc(NCc3ccc(F)cc3)cc(C(F)(F)F)n2)cc1,77.2,nM,7.11
837,CHEMBL4859571,,477.50,0,CC(C)(O)COc1nc(OCCCC(F)(F)F)c(CO)cc1-c1ccc(S(C)(=O)=O)cc1,78.0,nM,7.11
838,CHEMBL1288566,,292.64,0,Cc1cc(Cl)c2c(c1)C=C(C(=O)O)C(C(F)(F)F)O2,78.0,nM,7.11
839,CHEMBL1669035,,382.77,1,CCc1ccc(-c2cc(Cl)cc3c2OC(C(F)(F)F)C(C(=O)O)=C3)cc1,78.4,nM,7.11
840,CHEMBL17179,,431.99,1,CS(=O)(=O)c1ccc(-c2sc(-c3ccccc3Cl)nc2-c2ccsc2)cc1,79.0,nM,7.1
841,CHEMBL4876293,,395.47,0,O=c1c(Cc2cccs2)n[nH]c(=S)n1/N=C/c1cc2ccccc2nc1O,79.0,nM,7.1
842,CHEMBL272393,,361.45,0,CS(=O)(=O)c1ccc(-c2nc(O)cc(NCc3cccs3)n2)cc1,79.4,nM,7.1
843,CHEMBL43616,,445.26,0,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccc(Br)c2)cc1,79.43,nM,7.1
844,CHEMBL42085,,379.40,0,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(C(F)(F)F)cc1,79.43,nM,7.1
845,CHEMBL29842,,397.38,0,COc1c(C(F)(F)F)nn(-c2ccc(S(N)(=O)=O)cc2)c1-c1ccccc1,79.43,nM,7.1
846,CHEMBL295032,,414.84,0,Cc1cc(Cl)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c1,79.43,nM,7.1
847,CHEMBL4528493,,362.43,0,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,80.0,nM,7.1
848,CHEMBL4165902,,431.28,0,O=C1COCCN1c1ccc(Nc2nc(Cl)nc(Nc3ccc(Cl)cc3)n2)cc1,80.0,nM,7.1
849,CHEMBL155980,,391.42,0,CS(=O)(=O)c1ccc(-c2sc3ncnn3c2-c2cc(F)cc(F)c2)cc1,80.0,nM,7.1
850,CHEMBL4168891,,498.56,0,NS(=O)(=O)c1ccc(N2N=C(c3ccc(N4CCOCC4)cc3)CC2c2ccc(F)cc2F)cc1,80.0,nM,7.1
851,CHEMBL350039,,402.48,0,CS(=O)(=O)c1ccc(-c2cnn(-c3ccccc3)c(=O)c2-c2ccccc2)cc1,80.0,nM,7.1
852,CHEMBL3809842,,506.60,1,COC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C,80.0,nM,7.1
853,CHEMBL330162,,488.97,1,COc1ccc2c(c1)c(CC(=O)NCc1ccc(C(C)=O)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,80.0,nM,7.1
854,CHEMBL127211,,392.38,0,Cc1cc(=O)c(Oc2ccc(F)cc2F)c(-c2ccc(S(C)(=O)=O)cc2)o1,80.0,nM,7.1
855,CHEMBL43736,,469.97,1,Cc1c(COc2cccc(Cl)c2)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,80.0,nM,7.1
856,CHEMBL420869,,403.94,0,CCN(CC)c1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1,80.0,nM,7.1
857,CHEMBL319306,,332.42,0,CS(=O)(=O)c1ccc(-c2cscc2-c2ccc(F)cc2)cc1,80.0,nM,7.1
858,CHEMBL305507,,350.44,0,CC(OC1=C(c2ccc(S(C)(=O)=O)cc2)C(C)(C)OC1=O)C1CC1,80.0,nM,7.1
859,CHEMBL2347672,,376.48,0,CCSc1nc(-c2ccc(F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,80.0,nM,7.1
860,CHEMBL362138,,317.38,0,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Cc1ccc(F)cc1,80.0,nM,7.1
861,CHEMBL4541315,,283.72,0,Clc1ccc(-c2nnc(/N=C/c3ccccc3)o2)cc1,81.0,nM,7.09
862,CHEMBL416146,ETORICOXIB,358.85,0,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,81.0,nM,7.09
863,CHEMBL4450776,,351.39,0,N#Cc1cnn(-c2ccc(S(N)(=O)=O)cc2)c1/N=C/c1ccccc1,82.99,nM,7.08
864,CHEMBL298729,,370.40,0,CS(=O)(=O)c1ccc(-c2cc3c(cc2-c2ccc(F)cc2)OCO3)cc1,83.0,nM,7.08
865,CHEMBL110418,,368.43,0,CS(=O)(=O)c1ccc(-c2cc3c(cc2-c2ccc(F)cc2)COC3)cc1,83.18,nM,7.08
866,CHEMBL365060,,370.40,0,CS(=O)(=O)c1ccc(-c2ccc3c(c2-c2ccc(F)cc2)OCO3)cc1,83.18,nM,7.08
867,CHEMBL30091,,371.38,0,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2C2=CCCCC2)cc1,83.18,nM,7.08
868,CHEMBL405123,,414.43,0,CS(=O)(=O)c1ccc(-c2nc(NCc3nccs3)cc(C(F)(F)F)n2)cc1,83.6,nM,7.08
869,CHEMBL3355604,,436.05,0,[2H]C([2H])([2H])c1c(Br)c2c(c(C([2H])([2H])[2H])c1Br)C=C(C(=O)O)C(C(F)(F)F)O2,84.0,nM,7.08
870,CHEMBL2315856,,453.97,1,O=C(N[C@H]1CCC[C@@H]1COc1ccccc1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,84.7,nM,7.07
871,CHEMBL34913,TILMACOXIB,338.40,0,Cc1nc(C2CCCCC2)c(-c2ccc(S(N)(=O)=O)c(F)c2)o1,85.0,nM,7.07
872,CHEMBL1630255,,363.76,0,CC(C)CN(C)c1cc2c(cc1Cl)C=C(C(=O)O)[C@H](C(F)(F)F)O2,85.0,nM,7.07
873,CHEMBL412307,,490.99,0,COc1ccc2c(c1)c(CC(=O)N[C@H](CO)Cc1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,85.0,nM,7.07
874,CHEMBL556929,,433.51,1,CN(c1ccccc1)c1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)n1,85.0,nM,7.07
875,CHEMBL3233600,,356.40,0,Cc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)C(=O)N(C)C2=O)cc1,85.0,nM,7.07
876,CHEMBL1939680,,431.49,0,Cc1c(CC(=O)OCCO)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1cccc(F)c1,85.0,nM,7.07
877,CHEMBL1939514,,459.59,0,CSc1ccc(-n2c(-c3ccc(S(C)(=O)=O)cc3)cc(CC(=O)OCCO)c2C)cc1,85.0,nM,7.07
878,CHEMBL4856727,,380.45,0,O=C1N/C(=N\c2nnc(-c3ccc(O)cc3)s2)S/C1=C\c1ccccc1,85.0,nM,7.07
879,CHEMBL277006,,476.96,0,COc1ccc2c(c1)c(CC(=O)N[C@H](CO)c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,85.0,nM,7.07
880,CHEMBL4876862,,449.49,0,COc1cc(Cc2n[nH]c(=S)n(/N=C/c3cc4cc(C)ccc4nc3O)c2=O)ccc1O,85.0,nM,7.07
881,CHEMBL526720,,416.33,1,CS(=O)(=O)c1ccc(-c2[nH]c3ccc(Cl)cc3c2-c2ccc(Cl)cc2)cc1,85.1,nM,7.07
882,CHEMBL3104548,,488.54,0,Cc1c(CC(=O)NC(CCO)C(=O)O)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,86.0,nM,7.07
883,CHEMBL286490,,347.82,0,CS(=O)(=O)c1ccc(C2=C(c3cncc(Cl)c3)C(=O)CC2)cc1,87.0,nM,7.06
884,CHEMBL469785,,385.49,0,CCCN1CC(c2ccc(S(C)(=O)=O)cc2)=C(c2ccc(CO)cc2)C1=O,87.0,nM,7.06
885,CHEMBL96947,,358.85,0,Cc1cncc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)c1,87.0,nM,7.06
886,CHEMBL1939512,,431.49,0,Cc1c(CC(=O)OCCO)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,89.0,nM,7.05
887,CHEMBL4450458,,371.81,0,Clc1ccc(-c2nnc(CSc3nnc(-c4ccncc4)o3)o2)cc1,89.0,nM,7.05
888,CHEMBL2337409,,417.50,0,Cc1c(CCOCCO)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,89.0,nM,7.05
889,CHEMBL290945,,414.84,0,Cc1cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)ccc1Cl,89.13,nM,7.05
890,CHEMBL42940,,554.18,2,COc1c(Br)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1Br,89.13,nM,7.05
891,CHEMBL4466102,,304.35,0,COc1ccccc1/C=C/c1ccc(=O)n(-c2ccccc2)n1,89.8,nM,7.05
892,CHEMBL4789403,,792.03,2,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)Nc1ccc(-c2ccc(NC(=O)Cc3onc(-c4ccc(OC)cc4)c3-c3ccc(OC)cc3)cc2)cc1,90.0,nM,7.05
893,CHEMBL224400,,317.29,0,O=S(=O)(Nc1ccncc1Nc1ccccc1)C(F)(F)F,90.0,nM,7.05
894,CHEMBL18148,,375.42,0,CC(C)S(=O)(=O)c1c(O)n(Cc2ccc(F)cc2)c(=O)c2ccccc12,90.0,nM,7.05
895,CHEMBL350549,,313.38,0,Cc1nc(-c2ccccc2)c(-c2ccc(S(C)(=O)=O)cc2)o1,90.0,nM,7.05
896,CHEMBL23241,,343.40,0,COc1ccncc1C1=C(c2ccc(S(C)(=O)=O)cc2)CCC1=O,90.0,nM,7.05
897,CHEMBL92759,,378.38,0,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)cnc2-c2cccnc2)cc1,90.0,nM,7.05
898,CHEMBL97411,,470.01,1,CCCCCCCCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,90.0,nM,7.05
899,CHEMBL3113234,,410.21,0,Cc1ccc(Nc2cnccc2NS(=O)(=O)C(F)(F)F)cc1Br,90.0,nM,7.05
900,CHEMBL276663,,302.46,1,CCCCCC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2,90.0,nM,7.05
901,CHEMBL4170508,,433.49,0,CS(=O)(=O)c1ccc(C2C(c3ccccc3)=NOC23COc2ccccc2C3=O)cc1,90.0,nM,7.05
902,CHEMBL322807,,393.85,0,CC1(C)OC(=O)C(Oc2ncccc2Cl)=C1c1ccc(S(C)(=O)=O)cc1,90.0,nM,7.05
903,CHEMBL3823115,,615.98,1,NS(=O)(=O)c1ccc(-n2nc(C(=O)N/N=C/c3c(Cl)c4ccccc4oc3=O)cc2-c2ccc(C(F)(F)F)cc2)cc1,90.0,nM,7.05
904,CHEMBL4074153,,329.31,0,CCOC(=O)C1=C(N)n2c(=O)ccc(=O)n2C1c1ccccc1O,90.1,nM,7.04
905,CHEMBL272239,,431.54,0,CCS(=O)(=O)c1cc(NCc2ccccc2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,90.7,nM,7.04
906,CHEMBL4869842,,454.29,0,Cc1ccc(-c2cc(C)n(S(=O)(=O)Oc3ccccc3I)n2)cc1,92.0,nM,7.04
907,CHEMBL312221,,396.44,1,COc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)oc3ccccc23)cc1F,93.0,nM,7.03
908,CHEMBL271103,,395.53,0,CC(C)(C)c1cc(NCc2ccccc2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,93.9,nM,7.03
909,CHEMBL4475508,,294.27,0,O=[N+]([O-])c1ccc(/C=N/c2nnc(-c3ccccc3)o2)cc1,94.0,nM,7.03
910,CHEMBL1630228,,348.75,0,CC(C)CCc1cc2c(cc1Cl)C=C(C(=O)O)C(C(F)(F)F)O2,94.0,nM,7.03
911,CHEMBL13980,,274.40,0,CCCC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2,95.0,nM,7.02
912,CHEMBL92485,,326.42,0,CC1(C)C(=O)C(c2ccc(S(C)(=O)=O)cc2)=C1c1ccccc1,96.0,nM,7.02
913,CHEMBL4869763,,509.54,2,COc1ccc2cc(/C=N/n3c(=S)[nH]nc(Cc4cc(OC)c(OC)c(OC)c4)c3=O)c(O)nc2c1,97.0,nM,7.01
914,CHEMBL4450213,,228.25,0,COc1ccccc1/C=C/c1ccc(=O)[nH]n1,98.03,nM,7.01
915,CHEMBL4876413,,338.41,0,Cc1nc2oc(-c3ccccc3)nn2c(=O)c1CCN1CCCCC1,99.0,nM,7.0
916,CHEMBL3576974,,586.63,1,Cc1ccc(S(=O)(=O)n2cc(C(=O)C(=O)NCC(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O)c3ccccc32)cc1,99.0,nM,7.0
917,CHEMBL1288590,,313.06,0,O=C(O)C1=Cc2c(Cl)ccc(Cl)c2OC1C(F)(F)F,100.0,nM,7.0
918,CHEMBL3309443,,419.43,0,NS(=O)(=O)c1ccc(N2N=C(C(F)(F)F)CC2c2cccc3ccccc23)cc1,100.0,nM,7.0
919,CHEMBL4589007,,499.35,0,O=C1NC(=O)/C(=C/c2ccc(OCc3cn(CC(=O)c4ccc(Br)cc4)nn3)cc2)S1,100.0,nM,7.0
920,CHEMBL18797,SULINDAC SULFIDE,340.42,1,CSc1ccc(/C=C2/C(C)=C(CC(=O)O)c3cc(F)ccc32)cc1,100.0,nM,7.0
921,CHEMBL158310,,412.49,0,CC(C)=CCn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1=O,100.0,nM,7.0
922,CHEMBL14420,,322.88,1,CC(C)(Cl)CC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2,100.0,nM,7.0
923,CHEMBL44926,,385.34,0,NS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccccc2F)cc1,100.0,nM,7.0
924,CHEMBL374427,,537.61,1,COC1(c2cc(F)cc(OCc3cc(-c4ccccc4)n(-c4ccc(S(N)(=O)=O)cc4)n3)c2)CCOCC1,100.0,nM,7.0
925,CHEMBL4636792,,402.84,0,N[C@@H](Cc1cn(-c2nc(Cl)nc(N3CCOCC3)n2)c2ccccc12)C(=O)O,100.0,nM,7.0
926,CHEMBL13878,TEBUFELONE,300.44,0,C#CCCCC(=O)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,100.0,nM,7.0
927,CHEMBL289262,,340.45,0,CS(=O)(=O)Nc1cc2c(cc1Sc1nccs1)C(=O)CC2,100.0,nM,7.0
928,CHEMBL278505,,427.86,0,CC(C)S(=O)(=O)c1c(O)n(Cc2ccc(F)c(F)c2)c(=O)c2ccc(Cl)cc12,100.0,nM,7.0
929,CHEMBL99933,,399.87,0,CCCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,100.0,nM,7.0
930,CHEMBL4559652,,598.72,1,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](CCSC)NC(=O)OCc1ccccc1,100.0,nM,7.0
931,CHEMBL1288600,,272.22,0,Cc1cc(C)c2c(c1)C=C(C(=O)O)C(C(F)(F)F)O2,100.0,nM,7.0
932,CHEMBL2347668,,378.91,0,CSc1nc(-c2ccc(Cl)cc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,100.0,nM,7.0
933,CHEMBL1316,CARPROFEN,273.72,0,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,100.0,nM,7.0
934,CHEMBL358295,,363.46,0,COc1ccc(Sc2cc3c(cc2NS(C)(=O)=O)CCC3=O)cc1,100.0,nM,7.0
935,CHEMBL4640306,,387.83,0,Clc1nc(OCc2cn(Cc3ccccc3)nn2)nc(N2CCOCC2)n1,100.0,nM,7.0
936,CHEMBL442441,,353.21,0,C/C(=N/OCc1ccccc1Nc1c(Cl)cccc1Cl)C(=O)O,100.0,nM,7.0
